"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles"
"CHEMBL617";"CEPHALOTHIN";"CEFALOTIN|Cephalothin|Seffin";"";"4.0";"Glaxosmithkline|Abbott Laboratories Pharmaceutical Products Div|Abraxis Pharmaceutical Products|International Medication Systems Ltd|Eli Lilly And Co|Bristol Laboratories Inc Div Bristol Myers Co|Baxter Healthcare Corp";"";"1965";"";"";"1974";"J01DB03";"J01DB - First-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";"CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1"
"CHEMBL404";"TAZOBACTAM";"CL 298,741|CL-298741|NSC-759887|TAZOBACTAM|Tazobactam|YTR-830H";"CL 298,741|CL-298741|NSC-759887|YTR-830H";"4.0";"Wytells Pharma Private Ltd|Wockhardt Bio Ag|Fresenius Kabi Usa Llc|Steriscience Pte Ltd|Qilu Pharmaceutical Co Ltd|Astral Steritech Pvt Ltd|Sandoz Inc|Sagent Pharmaceuticals Inc|Hospira Inc|Istituto Biochimico Italiano Spa";"'-bactam'";"1989";"beta-lactamase inhibitors";"'-bactam(-bactam)'";"1993";"J01CG02";"J01CG - Beta-lactamase inhibitors";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Inhibitor (beta-lactamase)";"US-6900184-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O"
"CHEMBL1208";"CINOXACIN";"64716|CINOXACIN|Cinobac|NSC-304467";"64716|NSC-304467";"4.0";"Teva Pharmaceuticals Usa Inc|Eli Lilly And Co";"'-oxacin'";"1974";"antibacterials (quinolone derivatives)";"'-oxacin(-oxacin)'";"1980";"J01MB06";"J01MB - Other quinolones";"J01M - QUINOLONE ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Discontinued";"CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3"
"CHEMBL1689772";"OMADACYCLINE";"AMADACYCLINE|BAY 73-6944|OMADACYCLINE|PTK 0796";"BAY 73-6944|PTK 0796";"4.0";"Paratek Pharmaceuticals Inc";"'-cycline'";"2009";"antibiotics (tetracycline derivatives)";"'-cycline(-cycline)'";"2018";"J01AA15";"J01AA - Tetracyclines";"J01A - TETRACYCLINES";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"US-7326696-B2";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"1";"1";"0";"0";"Prescription Only";"CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O"
"CHEMBL3989974";"CEFIDEROCOL";"CEFIDEROCOL|GSK2696266|S-649266";"GSK2696266|S-649266";"4.0";"Shionogi Inc";"'cef-'";"2017";"cephalosporins";"'cef-(cef-)'";"2019";"J01DI04";"J01DI - Other cephalosporins and penems";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"US-9238657-B2";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O"
"CHEMBL1449676";"ORNIDAZOLE";"NSC-95075|ORNIDAZOLE|RO 7-0207|RO-7-0207|RO-70207|TIBERAL";"NSC-95075|RO 7-0207|RO-7-0207|RO-70207";"4.0";"";"'-nidazole'";"1977";"antiprotozoal substances (metronidazole type)";"'-nidazole(-nidazole)'";"";"G01AF06 | P01AB03 | J01XD03";"G01AF - Imidazole derivatives | P01AB - Nitroimidazole derivatives | J01XD - Imidazole derivatives";"G01A - ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS | P01A - AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES | J01X - OTHER ANTIBACTERIALS";"G01 - GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS | P01 - ANTIPROTOZOALS | J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"G - GENITO URINARY SYSTEM AND SEX HORMONES | P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS | J - ANTIINFECTIVES FOR SYSTEMIC USE";"Anti-Infective";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"Cc1ncc([N+](=O)[O-])n1CC(O)CCl"
"CHEMBL1191";"SULFAMETHIZOLE";"MICROSUL|Methazol|NSC-757327|PROKLAR|SULFAMETHIZOLE|SULPHAMETHIZOLE|Sulfamethizole|Sulphamethylthiadiazole|Tetracid|Thiosulfil|UROLUCOSIL";"NSC-757327";"4.0";"Wyeth Ayerst Laboratories|Forest Pharmaceuticals Inc";"'sulfa-'";"";"antimicrobials (sulfonamides derivatives)";"'sulfa-(sulfa-)'";"1953";"S01AB01 | D06BA04 | J01EB02 | B05CA04";"S01AB - Sulfonamides | D06BA - Sulfonamides | J01EB - Short-acting sulfonamides | B05CA - Antiinfectives";"S01A - ANTIINFECTIVES | D06B - CHEMOTHERAPEUTICS FOR TOPICAL USE | J01E - SULFONAMIDES AND TRIMETHOPRIM | B05C - IRRIGATING SOLUTIONS";"S01 - OPHTHALMOLOGICALS | D06 - ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE | J01 - ANTIBACTERIALS FOR SYSTEMIC USE | B05 - BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS";"S - SENSORY ORGANS | D - DERMATOLOGICALS | J - ANTIINFECTIVES FOR SYSTEMIC USE | B - BLOOD AND BLOOD FORMING ORGANS";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Discontinued";"Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1"
"CHEMBL1296";"CEFOTIAM";"ASPIL|CEFOTIAM|Cefotiam|Ceradon|J01DC07";"J01DC07";"4.0";"Takeda Chemical Industries Ltd";"'cef-'";"1979";"cephalosporins";"'cef-(cef-)'";"1988";"J01DC07";"J01DC - Second-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";"CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1"
"CHEMBL1525826";"SULFALENE";"AS-18908|KELFIZINE W|Kelfizina|LONGUM|NSC-110433|SULFALENE|SULFAMETHOPYRAZINE|SULFAMETHOXYPYRAZINE|SULFAMETOPYRAZINE";"AS-18908|NSC-110433";"4.0";"";"'sulfa-'";"1965";"antimicrobials (sulfonamides derivatives)";"'sulfa-(sulfa-)'";"";"J01ED02";"J01ED - Long-acting sulfonamides";"J01E - SULFONAMIDES AND TRIMETHOPRIM";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Unknown";"COc1nccnc1NS(=O)(=O)c1ccc(N)cc1"
"CHEMBL1435";"CEFAZOLIN";"CEFAZOLIN|CEPHAZOLIN|Cefazolin|J01DB04|SK&F-41558";"J01DB04|SK&F-41558";"4.0";"Glaxosmithkline|Hikma Farmaceutica Portugal Lda|Bedford Laboratories Div Ben Venue Laboratories Inc|Fresenius Kabi Usa Llc|Hospira Inc|Eli Lilly And Co|Aurobindo Pharma Ltd|Facta Farmaceutici Spa|Baxter Healthcare Corp|Samson Medical Technologies Llc";"'cef-'";"1972";"cephalosporins";"'cef-(cef-)'";"1973";"J01DB04";"J01DB - First-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial (systemic)";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1"
"CHEMBL1672";"CEFPODOXIME";"CEFPODOXIME|Cefpodoxime|EPOXIM|ORELOX|ORELOX PAED";"";"4.0";"";"'cef-'";"";"cephalosporins";"'cef-(cef-)'";"";"J01DD13";"J01DD - Third-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1"
"CHEMBL1214";"CARBENICILLIN";"CARBENICILLIN|Carbenicillin|Geocillin|Geopen|Pyopen";"";"4.0";"Roerig Div Pfizer Inc|Glaxosmithkline";"'-cillin'";"";"penicillins";"'-cillin(-cillin)'";"";"J01CA03";"J01CA - Penicillins with extended spectrum";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O"
"CHEMBL700";"SULFAPYRIDINE";"CONCORD 693|Coccoclase|DAGENAN|Eubasin|NSC-41791|NSC-4753|Piridazol|SULFAPYRIDINE|SULPHAPYRIDINE|Sulfanilamidopyridine|Sulfapyridine";"NSC-41791|NSC-4753";"4.0";"Eli Lilly And Co";"'sulfa-'";"";"antimicrobials (sulfonamides derivatives)";"'sulfa-(sulfa-)'";"1939";"J01EB04";"J01EB - Short-acting sulfonamides";"J01E - SULFONAMIDES AND TRIMETHOPRIM";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Suppressant (dermatitis herpetiformis)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Discontinued";"Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1"
"CHEMBL3989751";"NEOMYCIN";"FRADIOMYCIN|KAOMYCINE|NEOLATE|NEOMAS|NEOMIN|NEOMYCIN|PIMAVECORT|VONAMYCIN";"";"4.0";"Bayer Pharmaceuticals Corp|Glaxosmithkline|Medimetriks Pharmaceuticals Inc|Savage Laboratories Inc Div Altana Inc|Schering Corp Sub Schering Plough Corp|Watson Laboratories Inc|Bausch And Lomb Pharmaceuticals Inc|Endo Pharmaceuticals Inc|Merck And Co Inc|Xgen Pharmaceuticals Djb Inc";"'-mycin'";"1966";"antibiotics (Streptomyces strain)";"'-mycin(-mycin)'";"1957";"R02AB01 | S01AA03 | S02AA07 | A07AA01 | B05CA09 | J01GB05 | A07AA51 | S03AA01 | A01AB08 | D06AX04";"R02AB - Antibiotics | S01AA - Antibiotics | S02AA - Antiinfectives | A07AA - Antibiotics | B05CA - Antiinfectives | J01GB - Other aminoglycosides | A07AA - Antibiotics | S03AA - Antiinfectives | A01AB - Antiinfectives and antiseptics for local oral treatment | D06AX - Other antibiotics for topical use";"R02A - THROAT PREPARATIONS | S01A - ANTIINFECTIVES | S02A - ANTIINFECTIVES | A07A - INTESTINAL ANTIINFECTIVES | B05C - IRRIGATING SOLUTIONS | J01G - AMINOGLYCOSIDE ANTIBACTERIALS | A07A - INTESTINAL ANTIINFECTIVES | S03A - ANTIINFECTIVES | A01A - STOMATOLOGICAL PREPARATIONS | D06A - ANTIBIOTICS FOR TOPICAL USE";"R02 - THROAT PREPARATIONS | S01 - OPHTHALMOLOGICALS | S02 - OTOLOGICALS | A07 - ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS | B05 - BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS | J01 - ANTIBACTERIALS FOR SYSTEMIC USE | A07 - ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS | S03 - OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS | A01 - STOMATOLOGICAL PREPARATIONS | D06 - ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE";"R - RESPIRATORY SYSTEM | S - SENSORY ORGANS | S - SENSORY ORGANS | A - ALIMENTARY TRACT AND METABOLISM | B - BLOOD AND BLOOD FORMING ORGANS | J - ANTIINFECTIVES FOR SYSTEMIC USE | A - ALIMENTARY TRACT AND METABOLISM | S - SENSORY ORGANS | A - ALIMENTARY TRACT AND METABOLISM | D - DERMATOLOGICALS";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"1";"0";"1";"1";"Prescription Only";""
"CHEMBL583";"GREPAFLOXACIN";"GREPAFLOXACIN|Grepafloxacin|Raxar";"";"4.0";"Otsuka Pharmaceutical Co Ltd";"'-oxacin'";"1995";"antibacterials (quinolone derivatives)";"'-oxacin(-oxacin)'";"1997";"J01MA11";"J01MA - Fluoroquinolones";"J01M - QUINOLONE ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"0";"Withdrawn";"Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1"
"CHEMBL572";"NITROFURANTOIN";"BERKFURIN|CEDURAN|Dantafur|FURALAN|Furadantin|GENFURA|Ivadantin|MACROBID|Macrodantin|NITROFURANTOIN|NITROFURANTOIN (MONOHYDRATE/MACROCRYSTALS)|NITROFURANTOIN ANHYDROUS|NITROFURANTOIN MACROCRYSTAL|NITROFURANTOIN MACROCRYSTALLINE|NITROFURANTOIN, MACROCRYSTALLINE|NITROFURANTOIN, MACROCRYSTALS|NITROFURANTOINUM ANHYDROUS|NSC-2107|NSC-44150|Nitrofurantoin";"NSC-2107|NSC-44150";"4.0";"Sun Pharmaceutical Industries Inc|Watson Laboratories Inc|Actavis Mid Atlantic Llc|Impax Laboratories Inc|Zydus Pharmaceuticals Usa Inc|Ivax Pharmaceuticals Inc Sub Teva Pharmaceuticals Usa|Inventia Healthcare Ltd|Casper Pharma Llc|Elkins Sinn Div Ah Robins Co Inc|Alvogen Inc";"'-toin'";"";"antiepileptics (hydantoin derivatives)";"'-toin(-toin)'";"1953";"J01XE01 | J01XE51";"J01XE - Nitrofuran derivatives | J01XE - Nitrofuran derivatives";"J01X - OTHER ANTIBACTERIALS | J01X - OTHER ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE | J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE | J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial (urinary)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"1";"0";"0";"Prescription Only";"O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1"
"CHEMBL1596";"CARBENICILLIN INDANYL";"CARBENICILLIN INDANYL|CARINDACILLIN|Carbenicillin indanyl|INDANYL CARBENICILLIN";"";"4.0";"Pfizer Laboratories Div Pfizer Inc";"'-cillin'";"1972";"penicillins";"'-cillin(-cillin)'";"1972";"J01CA05";"J01CA - Penicillins with extended spectrum";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"1";"1";"0";"0";"0";"Discontinued";"CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)O"
"CHEMBL44354";"CEFTAZIDIME";"CEFTAZIDIME|CEFTAZIDIME ANHYDROUS|CEFTAZIDIME HYDRATE|CEFTAZIDIME PENTAHYDRATE|CEPTAZ|Ceftazidime (arginine formulation)|Ceptaz|Fortam|Fortaz|Fortum|GR 20263|GR-20263|J01DD07|Kefazim|LY 139381|LY-139381|NSC-759260|PENTACEF|Pentacef|Tazicef|Tazidime";"GR 20263|GR-20263|J01DD07|LY 139381|LY-139381|NSC-759260";"4.0";"Glaxosmithkline|Hospira Inc|Eli Lilly And Co|Pai Holdings Llc Dba Pharmaceutical Associates Inc|Aurobindo Pharma Ltd|Wockhardt Ltd|B Braun Medical Inc|Acs Dobfar Spa|Allergan Sales Llc|Baxter Healthcare Corp";"'cef-'";"1980";"cephalosporins";"'cef-(cef-)'";"1985";"J01DD02";"J01DD - Third-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"US-7112592-B2";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"1";"Prescription Only";"CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O"
"CHEMBL29";"BENZYLPENICILLIN";"BENZYL PENICILLIN|BENZYLPENICILLIN|BENZYLPENICILLIN |Benzylpenicillin|Bicillin|CRYSTAPEN G|J01CE01|NSC-193396|PENICILLIN G|Penicillin G|Penicillin-2|Permapen|Pfizerpen-AS";"J01CE01|NSC-193396";"4.0";"Hq Specialty Pharma Corp|Watson Laboratories Inc|Mylan Pharmaceuticals Inc|Purepac Pharmaceutical Co|Ivax Pharmaceuticals Inc Sub Teva Pharmaceuticals Usa|Casper Pharma Llc|Teva Pharmaceuticals Usa Inc|Wyeth Ayerst Laboratories|King Pharmaceuticals Llc|Apothecon Inc Div Bristol Myers Squibb";"'-cillin'";"";"penicillins";"'-cillin(-cillin)'";"1947";"J01CE01 | S01AA14";"J01CE - Beta-lactamase sensitive penicillins | S01AA - Antibiotics";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS | S01A - ANTIINFECTIVES";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE | S01 - OPHTHALMOLOGICALS";"J - ANTIINFECTIVES FOR SYSTEMIC USE | S - SENSORY ORGANS";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"1";"0";"1";"Prescription Only";"CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O"
"CHEMBL277100";"TEMAFLOXACIN";"Omniflox|TEMAFLOXACIN";"";"4.0";"";"'-oxacin'";"1988";"antibacterials (quinolone derivatives)";"'-oxacin(-oxacin)'";"1992";"J01MA05";"J01MA - Fluoroquinolones";"J01M - QUINOLONE ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial (microbial DNA topoisomerase inhibitor)";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Withdrawn";"CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1"
"CHEMBL1731";"MEZLOCILLIN";"BAY-F-1353|BAYPEN|MEZLOCILLIN|Mezlocillin|Multocillin";"BAY-F-1353";"4.0";"Bayer Pharmaceuticals Corp";"'-cillin'";"1976";"penicillins";"'-cillin(-cillin)'";"1981";"J01CA10";"J01CA - Penicillins with extended spectrum";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O"
"CHEMBL2105612";"PROPICILLIN";"(1-PHENOXYPROPYL)PENICILLIN|.ALPHA.-PHENOXYPROPYLPENICILLIN|BAYCILLIN|PHENOXYPROPYLPENICILLIN|PROPICILLIN|PROPICILLIN POTASSIUM|PROPICILLIN POTASSIUM SALT";"";"4.0";"";"'-cillin'";"";"penicillins";"'-cillin(-cillin)'";"";"J01CE03";"J01CE - Beta-lactamase sensitive penicillins";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CCC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O"
"CHEMBL8";"CIPROFLOXACIN";"BAY O 9867 FREE BASE|BAY Q 3939|BAY-O-9867 FREE BASE|BAY-Q-3939|BAYQ3939|CETRAXAL|CIPROFLOXACIN|CIPROFLOXACINUM|Ciloxan|Cipro|Ciprobay|NSC-758467|OTIPRIO|Velmonit";"BAY O 9867 FREE BASE|BAY Q 3939|BAY-O-9867 FREE BASE|BAY-Q-3939|BAYQ3939|NSC-758467";"4.0";"Inforlife Sa|Anchen Pharmaceuticals, Inc|Watson Laboratories Inc|Mylan Pharmaceuticals Inc|Chartwell Life Molecules Llc|Novartis Pharmaceuticals Corp|Amneal Pharmaceuticals Llc|Ivax Pharmaceuticals Inc Sub Teva Pharmaceuticals Usa|Depomed Inc|Akorn Operating Co Llc";"'-oxacin'";"1987";"antibacterials (quinolone derivatives)";"'-oxacin(-oxacin)'";"1987";"J01MA02 | S03AA07 | S01AE03 | S02AA15";"J01MA - Fluoroquinolones | S03AA - Antiinfectives | S01AE - Fluoroquinolones | S02AA - Antiinfectives";"J01M - QUINOLONE ANTIBACTERIALS | S03A - ANTIINFECTIVES | S01A - ANTIINFECTIVES | S02A - ANTIINFECTIVES";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE | S03 - OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS | S01 - OPHTHALMOLOGICALS | S02 - OTOLOGICALS";"J - ANTIINFECTIVES FOR SYSTEMIC USE | S - SENSORY ORGANS | S - SENSORY ORGANS | S - SENSORY ORGANS";"Antibacterial";"US-8318817-B2";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"1";"1";"1";"Prescription Only";"O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O"
"CHEMBL9";"NORFLOXACIN";"Baccidal|CHIBROXIN|MK-366|NORFLOXACIN|NSC-757250|Noroxin|Quinabic|UTINOR";"MK-366|NSC-757250";"4.0";"Merck Research Laboratories Div Merck Co Inc";"'-oxacin'";"1984";"antibacterials (quinolone derivatives)";"'-oxacin(-oxacin)'";"1986";"J01MA06 | S01AE02";"J01MA - Fluoroquinolones | S01AE - Fluoroquinolones";"J01M - QUINOLONE ANTIBACTERIALS | S01A - ANTIINFECTIVES";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE | S01 - OPHTHALMOLOGICALS";"J - ANTIINFECTIVES FOR SYSTEMIC USE | S - SENSORY ORGANS";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"1";"1";"Prescription Only";"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21"
"CHEMBL21";"SULFANILAMIDE";"ANILINE-P-SULFONIC AMIDE|NSC-7618|P-AMINOBENZENESULFAMIDE|P-AMINOBENZENESULFONAMIDE|PRONTOSIL I|PRONTYLIN|STREPTOCID|SULFAMINE|SULFANILAMIDE|SULFONAMIDE|SULPHANILAMIDUM|Sulfanilamide";"NSC-7618";"4.0";"Mylan Specialty Lp|Cosette Pharmaceuticals Inc";"'sulfa-'";"";"antimicrobials (sulfonamides derivatives)";"'sulfa-(sulfa-)'";"1985";"D06BA05 | J01EB06";"D06BA - Sulfonamides | J01EB - Short-acting sulfonamides";"D06B - CHEMOTHERAPEUTICS FOR TOPICAL USE | J01E - SULFONAMIDES AND TRIMETHOPRIM";"D06 - ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE | J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"D - DERMATOLOGICALS | J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"1";"0";"Prescription Only";"Nc1ccc(S(N)(=O)=O)cc1"
